name,num_workers,outer,inner,N,nnz,csrmkl_sd,csrmkl_mflops,csrmkl_sum,csriemkl_sd,csriemkl_mflops,csriemkl_sum
parabolic_fem,5,30,25,525825,3674625,418.830044,6811.24,6739,39.127013,7559.77,20759
utm1700b,5,30,5000,1700,21509,408.202015,11217.8,36359,889.406601,12776.1,36359
utm300,5,30,25000,300,3155,116.796209,3242.22,54419,171.748250,3358.46,54419
utm3060,5,30,5000,3060,42211,1036.737765,13598.2,54678,1222.834850,14539.4,54678
utm5940,5,30,2500,5940,83842,1151.860693,14983.1,32085,658.819917,16205.5,32085
Baumann,5,30,500,112211,748331,1820.350519,9966.6,14474,1318.309823,21033.1,49523
chem_master1,5,30,500,40401,201201,834.247294,10734.3,45557,790.386735,21878.9,63578
G3_circuit,5,30,25,1585478,7660826,513.543379,4351.13,20531,76.286537,5162.61,21977
G2_circuit,5,30,500,150102,726674,2152.777655,8222.72,35838,41.480116,13502.4,27730
invextr1_new,5,30,25,30412,1793881,354.356005,10854.9,5580,185.662136,12242.8,5580
mixtank_new,5,30,25,29957,1990919,532.001466,9985.51,19472,41.085835,8323.94,19472
Dubcova1,5,30,500,16129,253009,414.087563,12122.4,39946,592.972958,16906.5,22569
Dubcova2,5,30,25,65025,1030225,754.184274,10156.6,40040,238.866338,16243.9,33311
Dubcova3,5,30,25,146689,3636643,39.444105,6976.55,21500,124.598317,7484.03,63444
TSOPF_FS_b9_c6,5,30,500,14454,147972,346.240711,8624.19,55817,897.753751,6750.31,44360
TSOPF_FS_b162_c1,5,30,500,10798,608540,101.041367,9069.51,27304,802.008880,20783.7,13207
TSOPF_FS_b9_c1,5,30,5000,2454,25032,449.281566,8010.84,46048,226.425958,7603.42,49272
TSOPF_RS_b39_c30,5,30,25,60098,1079986,688.906914,10502.5,46879,185.645206,18323,32061
TSOPF_FS_b39_c7,5,30,500,28216,730080,820.260675,7647.03,54875,213.846080,13126.1,26925
TSOPF_FS_b300_c1,5,30,25,29214,4400122,60.800407,5885.96,37911,325.336559,14597.7,22976
TSOPF_RS_b300_c1,5,30,25,14538,1474325,504.482243,8588.96,21934,337.520834,26003.6,23327
TSOPF_RS_b162_c3,5,30,500,15374,610299,59.217487,11875,16862,1528.489416,21876.8,41084
TSOPF_FS_b39_c30,5,30,25,120216,3121160,152.488864,5435.06,43542,370.802731,7953.07,62628
TSOPF_RS_b300_c2,5,30,25,28338,2943887,182.178011,7184.89,40525,142.667754,17402.6,41198
TSOPF_RS_b2383,5,30,25,38120,16171169,89.355689,7044.21,40522,365.991038,15794.6,6136
TSOPF_RS_b39_c7,5,30,500,14098,252446,488.295562,11565.4,64837,49.629258,18424.1,57580
TSOPF_RS_b678_c2,5,30,25,35696,8781949,73.403703,7485.39,34753,788.704345,15023.6,5734
TSOPF_RS_b2383_c1,5,30,25,38120,16171169,27.980977,7167.86,53635,304.691082,15546.1,59945
TSOPF_FS_b39_c19,5,30,25,76216,1977600,93.967184,5786.37,40858,1125.152502,7622.66,2992
TSOPF_RS_b162_c4,5,30,500,20374,812749,328.953939,11924.5,44231,1154.383387,22310.2,37508
TSOPF_RS_b300_c3,5,30,25,42138,4413449,382.708196,6744.22,56197,218.062332,14179.4,49977
TSOPF_RS_b678_c1,5,30,25,18696,4396289,366.676081,6731.37,39133,211.908508,15159,12330
TSOPF_FS_b300_c2,5,30,25,56814,8767466,247.652458,5669.54,37198,245.513120,13763.3,40416
TSOPF_FS_b300,5,30,25,29214,4400122,29.961174,5924.85,64492,453.165762,13952.9,63881
TSOPF_FS_b162_c3,5,30,25,30798,1801300,93.678951,6278.87,17256,151.236200,16791.7,15067
TSOPF_RS_b39_c19,5,30,500,38098,684206,153.256817,11604.6,24558,2528.512643,14448.8,34806
TSOPF_RS_b162_c1,5,30,500,5374,205399,395.399866,11278.7,54061,836.976452,20961.2,61125
TSOPF_RS_b2052_c1,5,30,25,25626,6761100,381.875639,6483.15,35785,164.710132,15514.5,10281
TSOPF_RS_b9_c6,5,30,2500,7224,54082,424.496568,9872.57,28402,1044.630962,14406,28402
TSOPF_FS_b162_c4,5,30,25,40798,2398220,479.663072,5529.71,29074,346.911048,13620.8,41100
TSOPF_FS_b300_c3,5,30,25,84414,13135930,221.565475,5664.53,9289,128.275857,14185.7,39917
twotone,5,30,25,120750,1206265,736.447240,11748.8,32566,205.695649,12134.9,32566
onetone2,5,30,500,36057,222596,426.519627,7286.47,47682,471.981949,7224.55,47682
onetone1,5,30,500,36057,335552,326.276762,9244.06,56533,278.886179,9263.37,56533
pre2,5,30,25,659033,5834044,231.548082,7247.84,17145,119.237405,7298.22,17145
m3plates,5,30,25000,11107,6639,108.373457,2821.58,8345,327.050156,5431.57,8345
k3plates,5,30,500,11107,378927,1284.294749,19016.6,50083,561.611719,18517,28164
qa8fk,5,30,25,66127,1660579,1013.985382,9565.86,1904,237.691240,21981.7,16971
qa8fm,5,30,25,66127,1660579,984.846812,11703.5,16037,3153.794683,19974.3,33957
viscoplastic1,5,30,2500,4326,61166,239.840213,9820.08,15136,714.669199,16333.5,8693
viscoplastic2,5,30,500,32769,381326,280.125908,7412.35,25763,895.746555,15019.5,24576
c-65,5,30,500,48066,360428,811.796859,6457.84,50920,1324.802504,9335.06,50920
c-37,5,30,2500,8204,74676,213.089849,8463.06,31263,433.849315,10179.5,42294
c-38,5,30,2500,8127,77689,266.675892,9178.04,26999,428.141268,9632.96,26442
c-53,5,30,500,30235,355139,392.456019,8702.37,10885,324.667224,11697.9,59512
c-44,5,30,2500,10728,85000,879.139291,7260.04,37628,385.415751,11119.7,37628
c-50,5,30,500,22401,180245,285.368811,7857.1,15635,440.275890,9347.99,41370
c-25,5,30,5000,3797,49635,488.270507,9569.25,31743,419.427675,11135.2,38042
c-46,5,30,500,14913,130397,236.202788,8678.78,61026,418.656620,9795.25,62339
c-45,5,30,500,13206,174452,306.267730,9212.05,54740,165.544966,10692.2,39453
c-18,5,30,5000,2169,15145,236.711465,7169.09,33755,380.475278,8341.46,33755
c-35,5,30,2500,6537,62891,1109.982981,7460.8,34965,1026.906259,11090.7,16604
c-33,5,30,2500,6317,56123,219.440975,8740.5,36130,206.713579,11355.9,2572
c-48,5,30,500,18354,166080,846.526674,7922.08,35549,436.058421,9624.41,51795
c-56,5,30,500,35910,380240,185.567689,8375.65,10012,369.086334,10653.9,59054
c-42,5,30,500,10471,110285,676.562359,8443.56,21717,463.737183,11020.2,33298
c-21,5,30,5000,3509,32145,375.534621,8253.77,63368,787.006815,9335.79,61402
c-27,5,30,5000,4563,30927,615.692874,7911.68,39177,178.867166,10263,39177
c-26,5,30,5000,4307,34537,405.166347,8680.11,25392,394.174369,9526,32092
c-20,5,30,5000,2921,20445,309.075787,7755.71,54664,654.967645,8899.88,54664
c-24,5,30,5000,4119,35699,217.756374,8396.57,23074,424.726243,9719.11,5172
c-31,5,30,2500,5339,78571,444.351221,8653.5,25701,1354.688980,10548.1,10643
c-67,5,30,500,57975,530229,104.805612,8606.44,21401,401.285318,10678.1,39681
c-40,5,30,2500,9941,81501,145.765650,8675.51,59813,277.978325,11432,58715
c-36,5,30,2500,7479,65941,394.084141,8616.71,53101,626.249798,10859.3,57658
c-28,5,30,5000,4598,30590,1236.536686,7789.96,32928,1230.744171,7893.07,32928
c-47,5,30,500,15343,211401,260.563917,9032.81,27716,571.143042,13323.8,27716
c-64b,5,30,500,51035,707601,32.910741,8483.28,48508,211.416922,11512.6,12956
c-39,5,30,500,9271,116587,513.095625,8556.95,3232,940.748153,12674.2,3232
c-54,5,30,500,31793,385987,62.210385,8461.87,30707,1361.618369,8963.7,9075
c-51,5,30,500,23196,203048,816.621420,7384.51,9368,244.827830,10192,19871
c-22,5,30,5000,3792,28870,105.490540,8182.21,56518,588.771668,9769.88,56518
c-34,5,30,2500,6611,64333,244.461189,9492.46,6812,565.091499,11242.6,27820
c-23,5,30,5000,3969,31079,435.848000,8244.24,21530,556.349519,10289.7,21530
c-64,5,30,500,51035,707985,785.629121,7910.07,61157,86.249553,11322.7,10027
c-66,5,30,500,49989,444853,355.224989,7354.58,55970,367.082318,10714,55970
c-52,5,30,500,23948,202708,491.943087,7426.93,47065,380.864745,9961.01,29369
c-73b,5,30,25,169422,1279274,179.186855,6467.16,7193,794.284842,8793.75,7193
c-big,5,30,25,345241,2340859,20.735574,4182.08,20244,132.639827,6523.93,20244
c-49,5,30,500,21132,157040,169.766230,8020.04,11065,1023.624162,10675.9,11065
c-62,5,30,500,41731,559341,448.580884,8000.82,48303,236.908003,12293.2,48303
c-43,5,30,500,11125,123659,584.895035,8695.84,35674,909.026679,11806.2,35674
c-73,5,30,25,169422,1279274,789.631180,5641.64,18896,52.796122,9822.35,18896
c-61,5,30,500,43618,310016,54.515389,7187.85,19366,481.157292,9955.77,19366
c-32,5,30,2500,5975,54471,566.176859,8688.86,63398,252.650997,8369.35,29374
c-57,5,30,500,37833,403373,240.317357,8469.72,55197,148.508721,9699.17,28779
c-29,5,30,5000,5033,43731,681.348165,7650.06,11647,174.522337,10267,25013
c-30,5,30,2500,5321,65693,669.102225,8663.68,33623,226.285986,12073.3,33623
c-41,5,30,500,9769,101635,131.012702,8483.66,12664,535.335894,11102.2,5859
c-66b,5,30,500,49989,444851,283.446443,7365.72,8849,201.865137,10771.8,8849
c-67b,5,30,500,57975,530583,147.694130,8545.81,33430,868.458849,10577.5,59992
c-19,5,30,5000,2327,21817,172.032475,8667.3,56665,259.711264,9441.04,33259
c-60,5,30,500,43640,298570,134.023396,7591.43,30252,357.996614,10380.3,30252
hvdc1,5,30,500,24842,158426,238.198381,8945.1,47742,1061.950662,9654.03,47742
hvdc2,5,30,25,189860,1339638,204.007443,7756.42,50778,283.473701,7698.71,50778
tmt_unsym,5,30,25,917825,4584801,233.313678,6486.04,4770,389.294687,6692.31,7840
t2em,5,30,25,921632,4590832,296.451598,6448.23,32297,241.928580,6849.82,32297
tmt_sym,5,30,25,726713,5080961,17.806682,5880.42,59386,206.957760,5805.72,59386
vsp_south31_slptsk,5,30,500,39668,379828,207.545327,6455.96,30811,634.982575,5908.48,30811
vsp_bump2_e18_aa01_model1_crew1,5,30,500,56438,601602,809.254921,7608.61,2928,150.724250,8324.84,40457
ks2010,5,30,25,238600,1121798,373.520165,4754.98,6582,19.358556,4992.55,6582
333SP,5,30,25,3712815,22217266,104.773406,1916.23,45922,93.222655,1906.86,45922
fe_tooth,5,30,500,78136,905182,273.210445,9548.12,39301,476.463379,9169.87,39301
uk,5,30,5000,4824,13674,1080.661177,4437.57,56004,61.163331,8963.44,56004
fe_rotor,5,30,25,99617,1324862,288.666346,8161.15,42668,649.725772,6235.01,42668
hi2010,5,30,500,25016,124126,192.479422,6327.81,26987,521.718375,6126.99,26987
delaunay_n20,5,30,25,1048576,6291372,144.445432,3854.61,34125,249.555516,3746.41,34125
citationCiteseer,5,30,25,268495,2313294,18.925050,2711.51,17010,59.867085,3165.5,17010
vsp_c-30_data_data,5,30,500,11023,124368,747.941938,11366.8,539,528.124199,12323.7,539
delaunay_n23,5,30,25,8388608,50331568,116.789529,3484.24,53454,154.022857,3385.95,53454
m14b,5,30,25,214765,3358036,53.179513,3631.23,43427,43.475633,2636.67,43427
data,5,30,5000,2851,30186,1165.322608,12068.3,62662,733.349897,12331.4,62662
fe_ocean,5,30,500,143437,819186,301.087819,8657.47,48280,846.556764,17681.8,48280
vsp_model1_crew1_cr42_south31,5,30,500,45101,379952,539.390804,5598.59,3655,49.408901,4925.12,33449
coAuthorsCiteseer,5,30,25,227320,1628268,41.989729,3059.93,30595,144.527888,3567.77,30595
rgg_n_2_15_s0,5,30,500,32768,320480,523.436838,9628.57,10023,696.807995,12452.1,10023
vsp_data_and_seymourl,5,30,500,9167,111732,371.809375,11505.5,3351,315.334113,10700.5,3351
luxembourg_osm,5,30,500,114599,239332,211.776237,4114.48,49276,1180.548676,5628.06,49276
kron_g500-logn18,5,30,25,262144,21165908,129.262304,3969.52,21775,189.541947,3981.05,21775
wi2010,5,30,25,253096,1209404,222.528270,4650.56,44796,85.248885,4740.42,44796
italy_osm,5,30,25,6686493,14027956,80.399932,1987.36,23662,121.218353,2202.41,3752
hugetrace-00010,5,30,25,12057441,36164358,54.719122,1431.83,22632,59.899356,1719.24,22632
packing-500x100x100-b050,5,30,25,2145852,34976486,303.326308,7665.87,33135,224.352838,10121.8,56323
me2010,5,30,500,69518,335476,466.329190,4530.25,46689,48.800795,5080.69,46689
vsp_p0291_seymourl_iiasa,5,30,500,10498,107736,406.680425,7600.36,779,393.936310,8269.32,779
sc2010,5,30,500,181908,893160,96.293102,4900.74,27941,374.308303,4572.55,27941
598a,5,30,25,110971,1483868,222.419012,4180.67,38575,152.898620,3449.78,38575
vsp_msc10848_300sep_100in_1Kout,5,30,25,21996,2442056,503.614271,9618.56,55697,132.072069,9400.86,55697
delaunay_n14,5,30,2500,16384,98244,609.148462,10164.3,21351,1892.755703,7831.05,21351
road_central,5,30,25,14081816,33866826,23.699502,918.725,2455,29.685851,921.707,2455
nm2010,5,30,500,168609,830970,479.552975,4686.49,57234,126.910406,4953.21,57234
hugetric-00010,5,30,25,6592765,19771708,66.461374,1301.54,18713,65.726737,1443.14,18713
coAuthorsDBLP,5,30,25,299067,1955352,7.706101,2496.61,65242,147.415178,3337.49,65242
fe_body,5,30,500,45087,327468,376.400642,8221.37,1617,427.044852,8165.55,1617
venturiLevel3,5,30,25,4026819,16108474,288.193199,3811.06,10383,245.646553,4112.87,10383
vsp_finan512_scagr7-2c_rlfddd,5,30,25,139752,1104040,143.281741,4674.3,22327,15.593460,5151.35,22327
mt2010,5,30,500,132288,638668,503.560220,4566.16,41873,159.369714,4927.99,41873
pa2010,5,30,25,421545,2058462,275.772434,4432.8,44998,42.898900,4551.73,44998
rgg_n_2_18_s0,5,30,25,262144,3094566,538.000915,6093.4,3734,59.189599,5985.38,3734
vsp_mod2_pgp2_slptsk,5,30,500,101364,778736,91.372131,5883.18,14226,74.190084,4519.96,14226
ma2010,5,30,500,157508,776610,124.013680,4977.75,63891,388.033496,4685.94,63891
ak2010,5,30,500,45292,217098,105.828480,5254.67,17981,139.554972,5177.92,17981
fe_sphere,5,30,2500,16386,98304,505.121816,12267.7,4425,675.371602,12670.1,4425
rgg_n_2_20_s0,5,30,25,1048576,13783240,528.948616,7434.19,53599,119.162998,6266.79,21936
wv2010,5,30,500,135218,662922,421.179171,4619.12,7127,145.411909,4910.33,7127
hugetrace-00000,5,30,25,4588484,13758266,120.347601,1687.88,8155,42.526025,2086.25,8155
az2010,5,30,25,241666,1196094,69.098332,4382.68,56963,23.427613,4425.2,56963
delaunay_n16,5,30,500,65536,393150,194.633778,7437.92,1105,1120.053884,5928.33,1105
id2010,5,30,500,149842,728264,102.062018,4879.41,29539,304.395449,4798.39,29539
delaunay_n12,5,30,5000,4096,24528,1688.332114,7641.58,55463,135.592928,10379.3,55463
vsp_barth5_1Ksep_50in_5Kout,5,30,500,32212,203610,625.252422,8357.48,4586,457.849732,8994.31,4586
belgium_osm,5,30,25,1441295,3099940,66.559003,2012.64,10467,47.941208,2099.63,10467
delaunay_n19,5,30,25,524288,3145646,94.872743,4611.29,43593,68.046865,4647.65,43593
delaunay_n11,5,30,5000,2048,12254,571.490326,8054.21,33227,66.815201,8370.98,33227
preferentialAttachment,5,30,500,100000,999970,93.113077,3212.47,23365,206.199712,3111.66,52797
M6,5,30,25,3501776,21003872,96.607308,1577.75,10128,90.663682,1570.94,10128
rgg_n_2_19_s0,5,30,25,524288,6539532,381.241967,7801.63,26777,138.908338,5686.72,26777
oh2010,5,30,25,365344,1768240,219.667724,4434.86,9820,289.399551,4440.43,9820
mn2010,5,30,25,259777,1227102,373.028787,4412.53,19912,355.661522,4480.02,19912
al2010,5,30,25,252266,1230482,72.829537,4658.28,40362,63.281137,4664.35,40362
in2010,5,30,25,267071,1281716,160.110186,4866.11,3613,163.303822,4852.66,3613
vsp_vibrobox_scagr7-2c_rlfddd,5,30,500,77328,871172,136.400247,5048.13,61563,19.838908,5671.07,61563
delaunay_n13,5,30,5000,8192,49094,2625.471769,8645.47,46496,370.210590,11170.6,46496
AS365,5,30,25,3799275,22736152,92.245482,1532.14,62522,64.794480,1522.69,62522
kron_g500-logn17,5,30,25,131072,10228360,93.730743,4723,5199,316.412465,4449.42,5199
il2010,5,30,25,451554,2164464,152.526162,4072.63,4619,53.909749,4078.34,4619
delaunay_n18,5,30,25,262144,1572792,96.341450,6152.73,3697,62.584961,6220.12,3697
t60k,5,30,500,60005,178880,513.919804,7585.69,61113,254.436542,11983.7,61113
G_n_pin_pout,5,30,25,100000,1002396,540.638219,6508.94,4739,652.062908,3483.41,4739
netherlands_osm,5,30,25,2216688,4882476,14.594498,2203.97,7827,62.879558,2215.02,7827
germany_osm,5,30,25,11548845,24738362,48.177150,1520.41,52609,68.933657,1526.87,52609
or2010,5,30,500,196621,979512,104.699937,4752.69,19496,456.530357,4535.26,19496
hugetrace-00020,5,30,25,16002413,47997626,30.731043,1302.06,58342,45.286165,1479.1,58342
NACA0015,5,30,25,1039183,6229636,75.022128,2906.3,7246,235.368885,2729.65,7246
wa2010,5,30,500,195574,947432,126.126480,4853.29,3908,339.521408,4719.36,3908
delaunay_n22,5,30,25,4194304,25165738,158.853926,3497.6,14453,208.650237,3448.14,14453
tx2010,5,30,25,914231,4456272,194.255179,3776.5,25977,189.915874,3835.6,25977
md2010,5,30,500,145247,700378,447.594566,4444.93,40539,89.640787,4681.09,40539
ga2010,5,30,25,291086,1418056,59.560843,4537.33,12745,24.842835,4551.31,12745
ut2010,5,30,500,115406,572066,436.548117,4670.98,24587,110.825647,4994.09,24587
ri2010,5,30,500,25181,125750,539.866693,6235.05,41443,130.690464,6348.11,41443
fl2010,5,30,25,484481,2346294,229.011528,4228.97,55397,76.236569,4305.12,55397
hugetric-00020,5,30,25,7122792,21361554,58.195267,1273.54,27078,66.772694,1431.98,27078
rgg_n_2_21_s0,5,30,25,2097152,28975990,439.529602,7811.96,44313,277.855016,6136.67,17752
ar2010,5,30,500,186211,904310,391.454029,4694.53,43454,122.312075,4906.26,43454
nd2010,5,30,500,133769,625946,467.963220,4641.02,6521,108.331503,4974.02,6521
sd2010,5,30,500,88360,410722,212.060403,5265.66,24827,609.535065,4807.71,24827
la2010,5,30,500,204447,980634,334.804642,4734.35,25259,415.964609,4659.56,25259
rgg_n_2_16_s0,5,30,500,65536,684254,181.493718,9508.62,59888,309.604180,11727.6,59888
fe_4elt2,5,30,2500,11143,65636,694.376415,11747.4,60080,716.053685,12004.9,60080
ca2010,5,30,25,710145,3489366,20.396119,3744.23,46033,79.326402,3640.81,46033
vsp_c-60_data_cti_cs4,5,30,500,85830,482160,205.435624,7341.94,42797,169.253950,7431.34,42797
NLR,5,30,25,4163763,24975952,81.248357,1486.94,5556,77.181714,1494.09,5556
delaunay_n21,5,30,25,2097152,12582816,161.811176,3571.44,17537,13.671586,3653.15,17537
hugetric-00000,5,30,25,5824554,17467046,56.227294,1721.88,29481,75.049764,2065.43,29481
va2010,5,30,25,285762,1402128,325.999620,4334.87,12065,288.789627,4341.63,12065
de2010,5,30,500,24115,116056,181.248816,6274.64,57428,549.460370,6035.73,57428
vsp_sctap1-2b_and_seymourl,5,30,500,40174,281662,374.237194,6329.57,13990,366.798891,5266.68,13990
vt2010,5,30,500,32580,155598,234.759855,5676.66,10373,285.286049,5620.06,10373
tn2010,5,30,25,240116,1193966,54.976044,4863.67,25977,355.358930,4715.32,25977
caidaRouterLevel,5,30,25,192244,1218132,83.439870,2258.99,49789,116.231609,3395.94,49789
ne2010,5,30,500,193352,913854,393.580343,4777.39,6946,102.245990,4947.37,6946
smallworld,5,30,500,100000,999996,733.519858,7514,30131,339.761503,8889.67,30131
ky2010,5,30,500,161672,787778,578.390669,4604.88,8079,140.704640,4991.78,8079
ct2010,5,30,500,67578,336352,194.701155,5347.22,18906,695.097294,4648.85,18906
kron_g500-logn16,5,30,25,65536,4912469,286.595471,6925.92,24429,127.396861,7192.29,24429
wy2010,5,30,500,86204,427586,175.421772,5130.47,16686,582.800603,4615.92,16686
nh2010,5,30,500,48837,234550,159.346470,5170.72,50238,197.260556,5177.93,50238
co2010,5,30,500,201062,974574,327.870816,4558.08,26580,88.283697,4858.44,26580
rgg_n_2_17_s0,5,30,25,131072,1457506,304.735923,8433.81,38726,465.533794,6449.22,38726
ok2010,5,30,25,269118,1274148,411.562022,3717.6,34494,15.058406,4639.75,34494
mi2010,5,30,25,329885,1578090,51.545755,4584.7,18542,282.860568,4475.62,18542
cs4,5,30,2500,22499,87716,412.695946,7898.37,63714,877.389147,10317.6,63714
coPapersCiteseer,5,30,25,434102,32073440,84.898425,5535.42,40524,32.543274,6644.49,40524
delaunay_n15,5,30,500,32768,196548,322.715450,7734.41,25578,938.788476,6952.84,25578
vsp_befref_fxm_2_4_air02,5,30,500,14109,196448,470.799565,7237.84,64199,1946.098992,10145.5,64199
ny2010,5,30,25,350169,1709544,26.574909,4636.18,44319,257.317762,4496.37,44319
nc2010,5,30,25,288987,1416620,271.586831,4464.98,53855,336.957206,4450.71,53855
nj2010,5,30,500,169588,829912,486.763302,4859.51,62202,132.044888,5182.99,62202
nv2010,5,30,500,84538,416998,165.107485,5127.56,3922,584.097035,4544.8,3922
kron_g500-logn19,5,30,25,524288,43562265,133.866818,3498.65,33802,133.810942,3602.74,33802
cti,5,30,2500,16840,96464,1932.737444,10994.5,209,636.939418,11212.1,209
delaunay_n10,5,30,25000,1024,6112,250.602825,5601.07,63304,199.682368,5782.32,63304
great-britain_osm,5,30,25,7733822,16313034,63.475412,1508.75,29647,63.235168,1573.8,29647
mo2010,5,30,25,343565,1656568,43.558287,4410.53,58990,25.811747,4418.88,58990
auto,5,30,25,448695,6629222,126.509070,3207.24,24660,26.795182,2677.98,24660
vsp_bcsstk30_500sep_10in_1Kout,5,30,25,58348,4033156,1143.560340,5206.1,19833,167.319646,6616.52,19833
chesapeake,5,30,250000,39,340,18.300187,632.556,7152,35.397784,704.454,7152
wing,5,30,500,62032,243088,323.526056,7144.59,62697,732.941401,8085.33,62697
hugebubbles-00000,5,30,25,18318143,54940162,53.392889,1481.09,6300,50.441776,1723.95,6300
coPapersDBLP,5,30,25,540486,30491458,72.143509,4962.15,33157,76.559535,5897.41,33157
adaptive,5,30,25,6815744,27248640,227.359502,3131.69,19351,119.858071,3184.89,19351
ia2010,5,30,25,216007,1021170,242.602378,5108.94,8590,338.170055,5074.72,8590
ms2010,5,30,500,171778,839980,121.885340,4992.93,45516,498.466439,4636.63,45516
wing_nodal,5,30,500,10937,150976,438.778504,12866.2,27031,1443.199363,12735,27031
delaunay_n17,5,30,500,131072,786352,240.387365,7099.93,7467,919.631272,6383.05,7467
asia_osm,5,30,25,11950757,25423206,135.152969,2215.36,40662,121.219475,2139.66,23540
n3c6-b1,5,30,250000,105,210,10.775524,444.623,55140,49.040531,464.902,55140
ch5-5-b3,5,30,25000,600,2400,219.150124,3150.42,14080,188.569669,3858,14080
m133-b3,5,30,500,200200,800800,1287.046759,8102.7,33505,217.681180,10253.6,33505
shar_te2-b3,5,30,500,200200,800800,257.477926,8884.85,51344,348.353983,9930.14,51344
n3c6-b7,5,30,2500,6435,51480,1397.322143,11760.9,55090,2098.608360,13472.2,55090
ch7-8-b5,5,30,500,141120,846720,586.466611,11716.1,42123,772.051903,13520.5,42123
struct3,5,30,25,53570,1173694,1248.068540,15689.9,36807,1225.713063,11697.7,36807
3dtube,5,30,25,45330,3213618,338.118146,9257.21,58725,245.003785,9227.2,54039
gearbox,5,30,25,153746,9080404,122.643890,9028.33,29961,271.446047,9242.25,29961
cfd1,5,30,25,70656,1825580,958.909142,10715.9,3624,596.637297,10230,21267
cfd2,5,30,25,123440,3085406,94.211061,8930.13,43311,131.555985,8301.28,1539
struct4,5,30,500,4350,237798,1085.314559,19790.6,45459,1389.824889,20607.7,45459
graham1,5,30,500,9035,335472,726.435585,18345.5,1006,1858.269766,18908.4,1006
rma10,5,30,25,46835,2329092,81.028927,8124.95,48840,86.244214,10160.5,48840
Pres_Poisson,5,30,500,14822,715804,695.468758,20214.2,14425,975.632523,18970.2,26231
comsol,5,30,2500,1500,97645,619.298673,15545.4,8240,1120.661467,17787.5,8240
GD06_theory,5,30,250000,101,380,33.283105,736.544,21808,17.453291,769.446,21808
GD99_b,5,30,250000,64,252,17.777138,479.141,42514,26.700763,573.821,42514
HEP-th-new,5,30,500,27770,352807,327.366382,8024.03,47039,216.491350,7210.99,47039
GD06_Java,5,30,25000,1538,8032,349.840091,7452.99,45637,1022.658351,5998.77,45637
GD98_c,5,30,250000,112,336,24.620734,466.861,49076,23.747379,773.54,49076
GD97_b,5,30,250000,47,264,39.139610,523.85,43239,17.019049,545.555,43239
Kohonen,5,30,5000,4470,12731,343.204692,4466.98,18448,53.674471,4847.43,18448
GD00_a,5,30,250000,352,458,68.751996,793.886,41606,25.226223,952.191,41606
GD01_b,5,30,500000,18,37,2.123135,81.0146,9065,3.917868,85.0871,9065
EVA,5,30,25000,8497,6726,126.625650,3028.29,46658,221.381464,2290.69,46658
USAir97,5,30,25000,332,4252,280.010484,3450.29,23417,247.936519,3368.17,23417
Erdos02,5,30,5000,6927,16944,173.797777,4468.96,47632,299.930525,5418.69,47632
Erdos982,5,30,5000,5822,14750,98.064735,4490.61,6266,870.702985,4325.52,6266
yeast,5,30,5000,2361,13828,579.605681,6776.7,33243,366.642906,8477.1,33243
California,5,30,5000,9664,16150,112.277072,4923.75,18366,212.363003,4346.32,18366
GD01_c,5,30,250000,33,135,7.630028,283.086,45624,4.122989,288.333,45624
Ragusa16,5,30,500000,24,81,4.473310,167.68,6995,3.069281,178.755,6995
GlossGT,5,30,250000,72,122,11.645557,234.741,21955,9.835745,250.967,21955
patents_main,5,30,500,240547,560943,46.098628,2596.43,39914,226.603457,2809.32,39914
GD97_a,5,30,250000,84,332,45.016577,511.411,40181,55.533655,692.919,40181
Tina_DisCog,5,30,500000,11,48,1.766170,107.372,12235,4.069557,108.712,12235
EPA,5,30,25000,4772,8965,37.330884,3852.13,1712,409.742248,4220.56,1712
GD96_a,5,30,250000,1096,1677,99.576089,1899.92,270,116.967378,1951.58,270
Erdos981,5,30,25000,485,2762,831.289156,2065.06,18323,603.132087,1955.28,18323
Sandi_authors,5,30,250000,86,248,3.887540,507.635,10488,33.555271,513.828,10488
dictionary28,5,30,500,52652,178076,80.253008,3090.87,35101,174.953368,2616.16,35101
Roget,5,30,25000,1022,5075,713.568807,4556.84,11311,186.795150,5232.13,11311
Zewail,5,30,2500,6752,54233,1139.547609,9697.62,3494,522.204330,7530.59,3494
FA,5,30,2500,10617,72176,894.168244,10910.8,24638,987.912600,11221.4,24638
GD96_b,5,30,250000,111,193,39.112301,384.243,5724,24.024793,409.762,5724
GD95_b,5,30,500000,73,96,10.568018,205.987,3104,8.172114,206.855,3104
GD98_a,5,30,500000,38,50,4.011016,107.628,9999,2.301501,112.022,9999
CSphd,5,30,250000,1882,1740,79.169102,1857.55,24220,100.661821,1723.72,24220
internet,5,30,500,124651,207214,44.538253,2198.28,19366,61.812023,2344.78,19366
Reuters911,5,30,500,13332,296076,752.382009,11862.4,30914,707.946392,12595.9,30914
football,5,30,250000,35,118,8.607615,255.364,41577,10.400310,254.801,41577
GD96_d,5,30,250000,180,229,12.582340,364.283,25187,7.506430,384.099,25187
Journals,5,30,5000,124,12068,735.151145,7359.09,4662,1054.780104,8170.87,4662
Tina_AskCog,5,30,500000,11,36,4.016839,80.9627,45020,2.298554,80.9621,45020
Erdos991,5,30,25000,492,2834,811.749890,2638.02,32104,609.687190,2515.48,32104
ODLIS,5,30,5000,2909,18246,504.887770,10342.8,24834,185.777654,10876.9,24834
