name,threads,outer,inner,N,nnz,ell_sd,ell_mflops,ell_sum,ellgs_sd,ellgs_mflops,ellgs_sum,bellgs_sd,bellgs_mflops,bellgs_sum
oscil_dcop_16,5,30,250000,430,1544,21.9342334164,968.997113092,62182,30.9240007845,1258.69565217,62182,26.3656043437,1286.95265615,62182
fpga_dcop_39,5,30,25000,1220,5892,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_09,5,30,250000,430,1544,15.5090152901,969.078204109,1203,32.4671932547,1271.82866557,1203,36.6083028467,1284.16967009,1203
adder_dcop_62,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_33,5,30,25000,1220,5892,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_02,5,30,250000,430,1544,19.8987140194,979.571120416,7371,22.240015298,1263.5713896,7371,27.9306662881,1294.07163212,7371
oscil_dcop_17,5,30,250000,430,1544,28.8078582566,962.193601994,63175,24.2516623155,1261.78153092,63175,28.402577546,1295.08471733,63175
adder_dcop_39,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_55,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_59,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_23,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
cryg2500,5,30,5000,2500,12349,246.166388649,6279.15254237,56095,322.150670264,8555.8891455,56095,271.531177574,9355.3030303,56095
bfwa782,5,30,25000,782,7514,58.9622458422,1927.6552078,52836,112.550960623,2466.84175968,52836,116.399154127,2650.12932048,52836
bfwb398,5,30,25000,398,2910,81.7745486274,1797.03581721,50784,66.3331264741,2204.54545455,50784,62.3985263519,2204.54545455,50784
bfwb782,5,30,25000,782,5982,56.3555948226,2359.45306337,53959,53.4513603357,3178.53347503,53959,102.713828378,3335.68773234,53959
tols340,5,30,25000,340,2196,-1,-1,-1,-1,-1,-1,-1,-1,-1
tub100,5,30,250000,100,396,237.513332157,1280.72445019,3016,359.913546341,1843.57541899,3016,394.879116045,1860.90225564,3016
pde225,5,30,250000,225,1065,123.035044144,2024.20172326,24952,268.145084839,2798.70357393,24952,229.81098706,2669.61898396,24952
rdb200,5,30,250000,200,1120,75.9326011219,1740.93264249,48553,115.851860279,2719.76687712,48553,80.5045372829,2780.99652375,48553
bfwa398,5,30,25000,398,3678,61.2896053822,1640.98750744,18157,86.6158011518,2144.18966187,18157,70.1804275733,2211.22244489,18157
rdb2048,5,30,5000,2048,12032,579.161233974,5347.55555556,47788,268.831927533,7488.7966805,47788,702.855418637,7779.31034483,47788
olm100,5,30,250000,100,396,76.2232849975,1145.17061885,797,46.5230858866,1741.93548387,797,83.3778044893,1679.86425339,797
dwb512,5,30,25000,512,2500,163.884244923,2406.93196406,56146,258.998861624,3255.20833333,56146,253.205856688,3324.46808511,56146
pde900,5,30,25000,900,4380,329.139296864,4584.7871598,37212,167.617342068,6524.32969215,37212,117.028254742,6815.3526971,37212
rdb1250,5,30,25000,1250,7300,130.824299493,5143.25974636,32888,286.017426172,6822.42990654,32888,532.058971291,7304.86991328,32888
lop163,5,30,250000,163,935,77.7765855067,2771.73913043,37861,78.2591796077,3688.84797475,37861,152.283759965,3530.07802668,37861
odepa400,5,30,250000,400,1201,106.680809328,2403.92313851,29842,72.1448703129,3389.46378175,29842,200.893968039,3475.78622419,29842
cdde1,5,30,25000,961,4681,195.030337858,4763.56852103,46062,343.340198458,5920.32040472,46062,249.630824776,6501.38888889,46062
qh768,5,30,25000,768,2934,48.9264649878,1543.12762973,26600,55.4249083673,1935.35620053,26600,41.6410093487,2009.5890411,26600
dw1024,5,30,5000,2048,10114,167.811907632,3736.69950739,46240,178.946735806,4982.26600985,46240,272.393821833,5295.28795812,46240
ck656,5,30,25000,656,3884,50.0823706002,2137.19735877,5103,173.588617375,2778.2546495,5103,92.2651500547,3020.21772939,5103
rdb1250l,5,30,25000,1250,7300,128.904942067,5119.21458626,6066,95.2605767591,6952.38095238,6066,575.098756053,7014.73414478,6066
rw136,5,30,250000,136,479,105.045232947,1852.28151585,47639,100.491316182,2368.94164194,47639,132.349005414,2412.69308261,47639
rbsa480,5,30,5000,480,17088,50.8576916137,1343.39622642,28528,107.641683992,1502.46189918,28528,98.9070090727,1453.06122449,28528
rdb5000,5,30,5000,5000,29600,291.942288687,6666.66666667,56695,416.22585886,8960.64581231,56695,438.692213037,10148.5714286,56695
pde2961,5,30,5000,2961,14585,174.931431121,6599.54751131,13189,668.382683646,8681.54761905,13189,1185.1550045,7184.72906404,13189
dw8192,5,30,5000,8192,41746,137.590404854,4383.54917746,29298,204.255121516,5800.74108384,29298,946.217142011,5600.98389982,29298
mhd4800a,5,30,500,4800,102252,257.193592116,4338.84016973,38667,405.08102919,5628.55045872,38667,288.503866317,6540.63965885,38667
cdde3,5,30,25000,961,4681,211.903485486,4783.03814714,63831,245.615272128,6388.9899909,63831,585.426803175,5793.31683168,63831
qh882,5,30,25000,882,3354,52.2285313692,1498.21322216,600,85.8715103229,1932.02764977,600,70.179308665,2067.81750925,600
tols2000,5,30,25000,2000,5184,-1,-1,-1,-1,-1,-1,-1,-1,-1
dw4096,5,30,5000,8192,41746,439.2365569,4232.44339304,29298,254.720468169,5790.01386963,29298,395.601295294,6574.17322835,29298
cdde5,5,30,25000,961,4681,144.852426536,4709.2555332,5730,563.724111772,5585.91885442,5730,173.066726059,6447.6584022,5730
cdde2,5,30,25000,961,4681,157.191694261,4750.67658999,40400,167.447948946,6213.71681416,40400,177.645415575,6513.45083488,40400
rdb2048_noL,5,30,5000,2048,12032,445.651385799,4385.90522479,22734,448.942040963,7190.43824701,22734,328.159760355,7950.66079295,22734
rdb450,5,30,25000,450,2580,163.317361995,4500,13069,200.042099725,5963.02003082,13069,393.654517327,6252.01938611,13069
bwm2000,5,30,25000,2000,7996,690.070693013,5780.24096386,31053,652.863006269,8093.11740891,31053,537.793639132,9134.80578827,31053
odepb400,5,30,250000,400,399,486.318790755,4082.53751705,13,741.559823215,5771.45612343,13,700.504231375,5788.20116054,13
cdde6,5,30,25000,961,4681,287.726323941,4709.2555332,51488,138.274433234,6274.79892761,51488,177.623138427,6531.62790698,51488
ck400,5,30,25000,400,2860,74.0170428111,1828.64450128,56720,92.8688252076,2204.52209661,56720,106.70664966,2246.07329843,56720
rdb968,5,30,25000,968,5632,116.465320626,4659.68008825,30895,483.757541717,5464.42432083,30895,302.017187634,6605.16028147,30895
ck104,5,30,250000,104,992,58.128308244,1704.85792851,2255,107.473718681,2061.2273168,2255,78.5815665812,2090.76858227,2255
olm5000,5,30,5000,5000,19996,57.7044389326,4727.18676123,28702,114.24242699,6229.2834891,28702,972.085424913,5910.14778325,28702
cryg10000,5,30,5000,10000,49699,284.403652648,7022.93923693,6280,400.771827841,9490.57924889,6280,420.096737316,10995.3539823,6280
tub1000,5,30,25000,1000,3996,370.075709272,4675.50702028,10727,545.837925058,6921.47806005,10727,662.55901171,7247.88391778,10727
bfwb62,5,30,250000,62,342,12.2593682303,540.341268169,6039,19.0648091135,780.346820809,6039,18.2576288643,717.482517483,6039
olm1000,5,30,25000,1000,3996,90.9967733199,3181.52866242,10869,378.483932887,4125.25808672,10869,184.214565327,4889.07014682,10869
tols1090,5,30,25000,1090,3546,-1,-1,-1,-1,-1,-1,-1,-1,-1
bfwa62,5,30,250000,62,450,17.0714788335,433.971968625,17562,23.9412608727,636.492220651,17562,26.0267576637,563.345017526,17562
mhda416,5,30,25000,416,8562,87.505164693,2028.90995261,56904,92.2991913155,2828.23166703,56904,116.64295203,2828.85462555,56904
af23560,5,30,500,23560,460598,467.509391911,6517.89622642,36922,267.997890038,8806.84512428,36922,196.937244798,10227.9348631,36922
rbsb480,5,30,5000,480,17088,52.1764941519,1307.75510204,59045,127.731351374,1476.92307692,59045,79.1172720811,1454.29787234,59045
dw256B,5,30,25000,512,2500,65.7482036993,2436.64717349,56146,219.973112843,3283.71278459,56146,183.360940175,3177.96610169,56146
mhd4800b,5,30,5000,4800,27520,226.471448428,4011.66180758,12930,370.328483238,5251.90839695,12930,117.070469942,6161.19402985,12930
olm2000,5,30,25000,2000,7996,86.5958894986,3949.29206454,10944,188.38765028,5414.89841986,10944,454.060077405,5741.50311154,10944
mhd3200a,5,30,2500,3200,68026,116.378837473,4417.27272727,57647,284.870652099,5871.05868815,57647,45.3429902238,6784.50797872,57647
mhdb416,5,30,25000,416,2312,104.661659552,2332.21250841,44966,216.868538037,3055.50660793,44966,219.920711876,3164.23357664,44966
rw5151,5,30,5000,5151,20199,151.524117581,6862.62740657,28251,168.868872777,9085.00749625,28251,274.336180487,10465.8031088,28251
rdb200l,5,30,250000,200,1120,53.2112164626,1766.37577542,45963,124.85822921,2758.62068966,45963,173.868545281,2803.73831776,45963
tols4000,5,30,25000,4000,8784,-1,-1,-1,-1,-1,-1,-1,-1,-1
dw2048,5,30,5000,2048,10114,202.259946517,3664.49275362,46240,203.593456732,4933.65853659,46240,272.977943278,5341.90140845,46240
tols90,5,30,250000,90,1746,10.1585466044,317.859093392,49913,10.2524093754,447.195423888,49913,17.1945044025,436.834906762,49913
qh1484,5,30,25000,1484,6110,94.8848668684,1713.08411215,30846,49.6827615634,2339.20367534,30846,185.885285265,2343.39043723,30846
cdde4,5,30,25000,961,4681,176.399297978,4721.92333557,19301,192.947657552,6143.04461942,19301,245.716332745,6388.9899909,19301
bwm200,5,30,250000,200,796,342.280721862,2188.81759853,2056,379.831350825,2618.99539373,2056,443.118059957,2803.47499413,2056
olm500,5,30,250000,500,1996,93.6431653,2335.59560028,19789,185.430160663,3424.8455731,19789,202.021386207,3563.86144507,19789
dwa512,5,30,25000,512,2480,232.982186371,2973.62110312,23087,364.439802266,4170.40358744,23087,293.077789138,4418.05225653,23087
rdb3200l,5,30,5000,3200,18880,132.526270966,6687.13105077,12988,204.384250782,8781.39534884,12988,217.200150149,9867.59581882,12988
mhd3200b,5,30,5000,3200,18316,148.57629237,3905.33049041,64989,157.965210032,5178.88784166,64989,304.237662997,5784.0,64989
rdb450l,5,30,25000,450,2580,107.819918197,4387.75510204,4200,207.240420232,6094.48818898,4200,304.870374174,6344.26229508,4200
rw496,5,30,250000,496,1859,172.604339905,3608.30745342,44911,214.039721788,4632.05980066,44911,183.758252589,4942.39631336,44911
rdb800l,5,30,25000,800,4640,297.429540139,5300.83777609,33912,965.389113602,6094.5709282,33912,327.548884079,7682.1192053,33912
dw256A,5,30,25000,512,2480,148.017177915,2992.75945294,23087,398.308931904,4030.33586132,23087,266.344790472,4300.57803468,23087
airfoil_2d,5,30,500,14214,259688,836.012271185,4642.81287247,17560,236.169634023,7534.46808511,17560,492.445898514,8551.7453348,17560
msdoor,5,30,25,415863,19173163,137.968615025,3186.67529086,38252,90.7146509342,3843.34418014,38252,89.7067867205,4244.98073801,38252
MISKnowledgeMap,5,30,2500,2427,57022,35.40766014,1803.73260228,15302,239.371793588,2173.0945122,15302,63.8160387422,2558.57014657,15302
Pd,5,30,5000,8081,13036,304.465875822,2070.30174696,4518,80.6822086999,3098.89064976,4518,196.704982524,3539.18552036,4518
TS,5,30,5000,2142,45262,140.482945077,5924.34554974,53870,1048.1542782,7169.27138332,53870,268.802661324,8604.94296578,53870
Kaufhold,5,30,5000,8765,42471,-1,-1,-1,-1,-1,-1,-1,-1,-1
Harvard500,5,30,25000,500,2636,-1,-1,-1,-1,-1,-1,-1,-1,-1
Kuu,5,30,500,7102,340200,474.799211473,3092.72727273,54553,193.568975536,4470.43363995,54553,207.519869187,5293.56846473,54553
pivtol,5,30,250000,102,306,128.534821797,937.88312219,61059,163.998473088,1304.71859011,61059,188.317708182,1244.23963134,61059
Muu,5,30,500,7102,170134,94.0920912463,3409.498998,16392,97.42246173,4426.73026886,16392,779.298413408,3569.24475524,16392
Sieber,5,30,5000,2290,14873,-1,-1,-1,-1,-1,-1,-1,-1,-1
tomography,5,30,5000,500,28726,-1,-1,-1,-1,-1,-1,-1,-1,-1
amazon0302,5,30,25,262111,1234877,232.246124948,3811.34876543,29102,163.585701152,4528.88875306,29102,638.196677367,4190.75904977,29102
email-EuAll,5,30,500,265214,420045,-1,-1,-1,-1,-1,-1,-1,-1,-1
as-Skitter,5,30,25,1696415,22190596,-1,-1,-1,-1,-1,-1,-1,-1,-1
p2p-Gnutella09,5,30,5000,8114,26013,-1,-1,-1,-1,-1,-1,-1,-1,-1
p2p-Gnutella05,5,30,5000,8846,31839,-1,-1,-1,-1,-1,-1,-1,-1,-1
soc-Slashdot0902,5,30,500,82168,948464,-1,-1,-1,-1,-1,-1,-1,-1,-1
web-BerkStan,5,30,25,685230,7600595,-1,-1,-1,-1,-1,-1,-1,-1,-1
web-Google,5,30,25,916428,5105039,-1,-1,-1,-1,-1,-1,-1,-1,-1
as-735,5,30,5000,7716,26467,-1,-1,-1,-1,-1,-1,-1,-1,-1
soc-sign-Slashdot090221,5,30,500,82144,549202,-1,-1,-1,-1,-1,-1,-1,-1,-1
p2p-Gnutella08,5,30,5000,6301,20777,-1,-1,-1,-1,-1,-1,-1,-1,-1
cit-Patents,5,30,25,3774768,16518948,-1,-1,-1,-1,-1,-1,-1,-1,-1
roadNet-PA,5,30,25,1090920,3083796,112.582850993,1233.5184,12641,27.2980067713,1445.07778819,12641,41.9368631849,2136.57921478,12641
email-Enron,5,30,500,36692,367662,-1,-1,-1,-1,-1,-1,-1,-1,-1
web-Stanford,5,30,25,281903,2312497,-1,-1,-1,-1,-1,-1,-1,-1,-1
as-caida,5,30,500,31379,106762,-1,-1,-1,-1,-1,-1,-1,-1,-1
wiki-Talk,5,30,25,2394385,5021410,-1,-1,-1,-1,-1,-1,-1,-1,-1
p2p-Gnutella30,5,30,2500,36682,88328,-1,-1,-1,-1,-1,-1,-1,-1,-1
cit-HepTh,5,30,500,27770,352807,-1,-1,-1,-1,-1,-1,-1,-1,-1
wiki-Vote,5,30,500,8297,103689,-1,-1,-1,-1,-1,-1,-1,-1,-1
web-NotreDame,5,30,25,325729,1497134,-1,-1,-1,-1,-1,-1,-1,-1,-1
soc-Slashdot0811,5,30,500,77360,905468,-1,-1,-1,-1,-1,-1,-1,-1,-1
amazon0505,5,30,25,410236,3356824,31.9098231208,2862.55599773,37719,156.562314343,2718.80993521,37719,96.0296923303,2809.84151786,37719
amazon0312,5,30,25,400727,3200440,271.660350298,2495.14553015,20510,41.9324914354,2724.55164586,20510,45.4263078186,2786.22170633,20510
ca-CondMat,5,30,500,23133,186936,-1,-1,-1,-1,-1,-1,-1,-1,-1
roadNet-TX,5,30,25,1393383,3843320,10.4393110681,951.788013868,58545,11.7996275002,1005.75366364,58545,167.707402357,1502.07920792,58545
ca-HepTh,5,30,2500,9877,51971,-1,-1,-1,-1,-1,-1,-1,-1,-1
soc-sign-Slashdot081106,5,30,500,77357,516575,-1,-1,-1,-1,-1,-1,-1,-1,-1
p2p-Gnutella24,5,30,2500,26518,65369,-1,-1,-1,-1,-1,-1,-1,-1,-1
soc-sign-epinions,5,30,500,131828,841372,-1,-1,-1,-1,-1,-1,-1,-1,-1
ca-HepPh,5,30,500,12008,237010,-1,-1,-1,-1,-1,-1,-1,-1,-1
p2p-Gnutella04,5,30,5000,10879,39994,-1,-1,-1,-1,-1,-1,-1,-1,-1
soc-Epinions1,5,30,500,75888,508837,-1,-1,-1,-1,-1,-1,-1,-1,-1
ca-GrQc,5,30,5000,5242,28980,-1,-1,-1,-1,-1,-1,-1,-1,-1
p2p-Gnutella31,5,30,500,62586,147892,-1,-1,-1,-1,-1,-1,-1,-1,-1
soc-sign-Slashdot090216,5,30,500,81871,545671,-1,-1,-1,-1,-1,-1,-1,-1,-1
roadNet-CA,5,30,25,1971281,5533214,38.4910212124,868.182112971,42662,16.686306945,926.319308036,42662,6.44332294677,1548.47406716,42662
ca-AstroPh,5,30,500,18772,396160,-1,-1,-1,-1,-1,-1,-1,-1,-1
p2p-Gnutella25,5,30,2500,22687,54705,-1,-1,-1,-1,-1,-1,-1,-1,-1
Oregon-2,5,30,2500,11806,65460,-1,-1,-1,-1,-1,-1,-1,-1,-1
Oregon-1,5,30,5000,11492,46818,-1,-1,-1,-1,-1,-1,-1,-1,-1
p2p-Gnutella06,5,30,5000,8717,31525,-1,-1,-1,-1,-1,-1,-1,-1,-1
cit-HepPh,5,30,500,34546,421578,-1,-1,-1,-1,-1,-1,-1,-1,-1
amazon0601,5,30,25,403394,3387388,121.426027457,2890.26279863,61242,56.9845014079,2840.17998882,61242,38.6268004455,2916.80941447,61242
halfb,5,30,25,224617,12387821,180.621356447,2589.78836237,58836,91.155772565,3358.34655702,58836,232.457399125,3505.98707547,58836
shipsec1,5,30,25,140874,3568176,103.532419425,2234.765762,46799,120.979114626,2792.0,46799,242.012488896,2473.31977819,46799
fullb,5,30,25,199187,11708077,219.931439786,2314.15410463,8337,212.736141758,2859.34801368,8337,88.1030195661,3013.92062811,8337
thread,5,30,25,29736,4444880,152.532429919,3079.59353349,57856,301.13969538,3320.37848606,57856,112.865593101,3253.93850659,57856
troll,5,30,25,213453,11985111,-1,-1,-1,-1,-1,-1,-1,-1,-1
crplat2,5,30,500,18010,960946,263.927753585,4984.15975104,48219,641.87425608,6221.05740181,48219,201.05316673,7564.51849908,48219
fcondp2,5,30,25,201822,11294316,337.512162234,3276.24714755,42,87.1683398631,4462.9805058,42,360.391759996,4369.73794171,42
m_t1,5,30,25,97578,9753570,236.925071012,2418.64027112,22720,229.918859026,3053.07909015,22720,49.112606496,2879.42432592,22720
ship_001,5,30,25,34920,3896496,54.9015289706,1909.42306436,16362,181.195404019,2116.89387903,16362,53.5594972643,2062.36556104,16362
shipsec5,5,30,25,179860,4598604,48.2997662213,2075.18231047,42059,328.38616021,2116.5713409,42059,143.718177895,2543.47566372,42059
shipsec8,5,30,25,114919,3303553,56.9833202102,1754.09893805,36552,207.385941482,1994.89915459,36552,102.267971061,2247.31496599,36552
x104,5,30,25,108384,8713602,133.413459704,1742.02359056,49333,199.420966605,2169.00149353,49333,118.387537271,1958.40620318,49333
trdheim,5,30,25,22098,1935324,95.8309877869,3660.76418663,58425,155.540596055,4405.13808801,58425,303.050030884,4418.54794521,58425
tsyl201,5,30,25,20685,2454957,240.970302347,4420.69087635,59157,535.893712606,5447.3897929,59157,319.161662734,5579.44772727,59157
ship_003,5,30,25,121728,3777036,67.7690356037,2032.12123386,18946,89.0204635115,2491.44854881,18946,226.138402338,2258.09246712,18946
mark3jac100sc,5,30,500,45769,268563,-1,-1,-1,-1,-1,-1,-1,-1,-1
g7jac160,5,30,500,47430,564952,-1,-1,-1,-1,-1,-1,-1,-1,-1
jan99jac060,5,30,500,20614,111903,-1,-1,-1,-1,-1,-1,-1,-1,-1
mark3jac060,5,30,500,27449,160723,-1,-1,-1,-1,-1,-1,-1,-1,-1
mark3jac100,5,30,500,45769,268563,-1,-1,-1,-1,-1,-1,-1,-1,-1
jan99jac100sc,5,30,500,34454,190224,-1,-1,-1,-1,-1,-1,-1,-1,-1
g7jac100,5,30,500,29610,335972,-1,-1,-1,-1,-1,-1,-1,-1,-1
g7jac060sc,5,30,500,17730,183325,-1,-1,-1,-1,-1,-1,-1,-1,-1
jan99jac080sc,5,30,500,27534,151063,-1,-1,-1,-1,-1,-1,-1,-1,-1
jan99jac120,5,30,500,41374,229385,-1,-1,-1,-1,-1,-1,-1,-1,-1
g7jac140,5,30,500,41490,488633,-1,-1,-1,-1,-1,-1,-1,-1,-1
g7jac050sc,5,30,500,14760,145157,-1,-1,-1,-1,-1,-1,-1,-1,-1
mark3jac140,5,30,500,64089,376395,-1,-1,-1,-1,-1,-1,-1,-1,-1
mark3jac040,5,30,500,18289,106803,-1,-1,-1,-1,-1,-1,-1,-1,-1
mark3jac080sc,5,30,500,36609,214643,-1,-1,-1,-1,-1,-1,-1,-1,-1
jan99jac060sc,5,30,500,20614,111903,-1,-1,-1,-1,-1,-1,-1,-1,-1
jan99jac020sc,5,30,5000,6774,33744,-1,-1,-1,-1,-1,-1,-1,-1,-1
g7jac140sc,5,30,500,41490,488633,-1,-1,-1,-1,-1,-1,-1,-1,-1
jan99jac020,5,30,5000,6774,33744,-1,-1,-1,-1,-1,-1,-1,-1,-1
jan99jac100,5,30,500,34454,190224,-1,-1,-1,-1,-1,-1,-1,-1,-1
g7jac180sc,5,30,500,53370,641290,-1,-1,-1,-1,-1,-1,-1,-1,-1
g7jac180,5,30,500,53370,641290,-1,-1,-1,-1,-1,-1,-1,-1,-1
g7jac080,5,30,500,23670,259648,-1,-1,-1,-1,-1,-1,-1,-1,-1
g7jac010,5,30,5000,2880,18229,-1,-1,-1,-1,-1,-1,-1,-1,-1
g7jac010sc,5,30,5000,2880,18229,-1,-1,-1,-1,-1,-1,-1,-1,-1
g7jac020sc,5,30,5000,5850,42568,-1,-1,-1,-1,-1,-1,-1,-1,-1
g7jac120,5,30,500,35550,412306,-1,-1,-1,-1,-1,-1,-1,-1,-1
jan99jac080,5,30,500,27534,151063,-1,-1,-1,-1,-1,-1,-1,-1,-1
g7jac200,5,30,500,59310,717620,-1,-1,-1,-1,-1,-1,-1,-1,-1
mark3jac120,5,30,500,54929,322483,-1,-1,-1,-1,-1,-1,-1,-1,-1
mark3jac060sc,5,30,500,27449,160723,-1,-1,-1,-1,-1,-1,-1,-1,-1
g7jac040,5,30,500,11790,107383,-1,-1,-1,-1,-1,-1,-1,-1,-1
mark3jac120sc,5,30,500,54929,322483,-1,-1,-1,-1,-1,-1,-1,-1,-1
g7jac040sc,5,30,500,11790,107383,-1,-1,-1,-1,-1,-1,-1,-1,-1
g7jac200sc,5,30,500,59310,717620,-1,-1,-1,-1,-1,-1,-1,-1,-1
mark3jac020,5,30,2500,9129,52883,-1,-1,-1,-1,-1,-1,-1,-1,-1
g7jac060,5,30,500,17730,183325,-1,-1,-1,-1,-1,-1,-1,-1,-1
g7jac080sc,5,30,500,23670,259648,-1,-1,-1,-1,-1,-1,-1,-1,-1
mark3jac140sc,5,30,500,64089,376395,-1,-1,-1,-1,-1,-1,-1,-1,-1
jan99jac040sc,5,30,2500,13694,72734,-1,-1,-1,-1,-1,-1,-1,-1,-1
jan99jac120sc,5,30,500,41374,229385,-1,-1,-1,-1,-1,-1,-1,-1,-1
g7jac160sc,5,30,500,47430,564952,-1,-1,-1,-1,-1,-1,-1,-1,-1
mark3jac080,5,30,500,36609,214643,-1,-1,-1,-1,-1,-1,-1,-1,-1
mark3jac040sc,5,30,500,18289,106803,-1,-1,-1,-1,-1,-1,-1,-1,-1
mark3jac020sc,5,30,2500,9129,52883,-1,-1,-1,-1,-1,-1,-1,-1,-1
g7jac100sc,5,30,500,29610,335972,-1,-1,-1,-1,-1,-1,-1,-1,-1
g7jac120sc,5,30,500,35550,412306,-1,-1,-1,-1,-1,-1,-1,-1,-1
g7jac020,5,30,5000,5850,42568,-1,-1,-1,-1,-1,-1,-1,-1,-1
jan99jac040,5,30,2500,13694,72734,-1,-1,-1,-1,-1,-1,-1,-1,-1
t2dal_bci,5,30,5000,4257,37465,1033.48582652,5631.01202405,7201,210.743280893,8984.41247002,7201,370.567467407,10162.2965642,7201
flowmeter5,5,30,2500,9669,67391,62.9464774229,4553.44594595,17639,785.909876708,4933.45534407,17639,263.586721336,6904.81557377,17639
spiral,5,30,5000,1434,18228,-1,-1,-1,-1,-1,-1,-1,-1,-1
rail_79841,5,30,500,79841,553921,486.053796229,3881.71688858,55120,210.70901445,5585.75798319,55120,103.441080773,6735.96676125,55120
t3dh_a,5,30,25,79171,4352105,165.257172264,4195.47397172,21260,62.6241671461,5235.09021652,21260,485.016059927,4219.88202973,21260
piston,5,30,500,2025,100015,146.105184604,4785.40669856,38342,272.295691886,6263.9874739,38342,469.811018938,6565.53610503,38342
gyro_m,5,30,500,17361,340431,-1,-1,-1,-1,-1,-1,-1,-1,-1
gyro_k,5,30,25,17361,1021159,-1,-1,-1,-1,-1,-1,-1,-1,-1
gyro,5,30,25,17361,1021159,-1,-1,-1,-1,-1,-1,-1,-1,-1
rail_20209,5,30,500,20209,139233,274.918645102,4253.55397149,51056,353.052399731,5644.58108108,51056,454.429518308,6475.95348837,51056
t2dah_a,5,30,500,11445,176117,115.635969067,5200.30511811,48498,171.953935995,6747.77777778,48498,792.552790622,5602.873807,48498
flowmeter0,5,30,2500,9669,67391,162.369020386,4478.79929109,59099,180.685201609,6035.01492537,59099,185.237580124,6976.29399586,59099
boneS10,5,30,25,914898,40878708,140.371350875,2999.90518591,53450,111.098309631,3172.00672495,53450,407.364904684,5065.51524164,53450
t3dl_a,5,30,500,20360,509866,151.675416412,6685.30594406,37733,1051.43985107,7917.17391304,37733,395.125883305,10512.7010309,37733
filter2D,5,30,5000,1668,10750,190.900316736,4118.77394636,41791,351.369172426,5184.88745981,41791,373.300077322,5758.92857143,41791
chipcool1,5,30,500,20082,281150,595.209590345,3512.91128696,44352,171.785177342,5413.67137356,44352,346.022823187,6224.72324723,44352
t2dah_e,5,30,500,11445,176117,93.5353479813,5215.70582428,29785,114.614115337,6835.07115136,29785,859.183747687,5749.19477693,29785
gas_sensor,5,30,25,66917,1703365,389.842783701,4637.10980036,6703,299.574961116,5914.46180556,6703,487.996150276,6186.55569007,6703
rail_1357,5,30,25000,1357,8985,240.81491165,2931.16572423,4124,101.646449114,3917.87790698,4124,230.725417488,4055.82305146,4124
t3dl,5,30,500,20360,509866,269.863699675,6618.77109476,37733,202.343063193,9083.12351544,37733,1537.98214575,8349.33406114,37733
t2dal_a,5,30,5000,4257,37465,271.270959456,6726.21184919,7201,417.175176966,8794.60093897,7201,275.62698759,10199.1833031,7201
t2dal_e,5,30,25000,4257,4257,929.186180775,5023.99685287,12040,192.842547516,9057.44680851,12040,258.3346133,10151.8282989,12040
LF10,5,30,500000,18,82,122.748148687,545.09195657,35453,116.46568686,497.673477645,35453,55.3138738825,460.415496912,35453
LFAT5000,5,30,2500,19994,79966,155.92074359,5865.47677262,9683,75.562575663,7896.57669519,9683,1086.94355709,7282.87795993,9683
chipcool0,5,30,500,20082,281150,196.541664011,4128.48751836,26977,205.114261688,5459.22330097,26977,514.069283153,6054.91744436,26977
boneS01,5,30,25,127224,5516602,503.311388933,3513.75923567,7500,218.079131685,4972.8984375,7500,209.383887401,5369.82673589,7500
LFAT5,5,30,500000,14,46,12.9294589481,505.309410472,18025,3.68340673974,470.187393526,18025,2.54060399684,398.843930636,18025
t3dh,5,30,25,79171,4352105,205.310319178,4144.86190476,21260,176.223638229,5156.52251185,21260,527.169040545,4934.35941043,21260
t2dal,5,30,5000,4257,37465,282.866482252,6758.56885147,7201,342.286831524,8877.96208531,7201,435.077504251,10217.7272727,7201
t3dl_e,5,30,5000,20360,20360,331.144608435,7236.96682464,64507,1131.57825365,7625.46816479,64507,2043.33958345,9634.06940063,64507
t2dah,5,30,500,11445,176117,301.346998231,5090.0867052,48498,190.203178133,6713.4815756,48498,710.367315343,7558.6695279,48498
inlet,5,30,500,11730,328323,501.189147581,4291.80392157,49884,168.626089765,6484.32521396,49884,274.705741447,7490.25855513,49884
filter3D,5,30,25,106437,2707179,143.150948022,1281.80823864,47410,27.4852831323,1684.26731647,47410,15.9100558518,1836.62075984,47410
rail_5177,5,30,5000,5177,35185,174.180164948,4301.34474328,18867,202.982230591,5724.24078091,18867,196.266022896,6584.84092327,18867
t3dh_e,5,30,25,79171,4352105,199.372885931,4144.86190476,40468,107.370886091,5176.96867565,40468,453.609715781,4266.76960784,40468
LF10000,5,30,2500,19998,99982,235.290118048,7238.07915058,25700,280.14081433,9420.41457286,25700,257.101538778,10891.2854031,25700
