name,workers,outer,inner,N,nnz,csrnnz_sd,csrnnz_mflops,csrnnz_sum,csrnnzgs_sd,csrnnzgs_mflops,csrnnzgs_sum,csrnnzsorted_sd,csrnnzsorted_mflops,csrnnzsorted_sum,csrnnzgssorted_sd,csrnnzgssorted_mflops,csrnnzgssorted_sum,csrnnzshort_sd,csrnnzshort_mflops,csrnnzshort_sum,csrnnzgsshort_sd,csrnnzgsshort_mflops,csrnnzgsshort_sum,csrnnzunroll2_sd,csrnnzunroll2_mflops,csrnnzunroll2_sum,csrnnzunroll3_sd,csrnnzunroll3_mflops,csrnnzunroll3_sum,csrnnzunroll4_sd,csrnnzunroll4_mflops,csrnnzunroll4_sum
c-22,5,30,5000,3792,28870,393.414082613,6771.696638,19866,20.5539704791,3310.77981651,58789,1017.17723339,5781.70894526,19866,16.3650355997,3085.50053438,58789,777.667389179,7352.29202037,19866,80.3176892007,5852.02702703,58789,107.413116019,7895.16864175,19866,874.719666803,7624.11971831,19866,104.455803148,7938.58845096,19866
c-34,5,30,2500,6611,64333,522.415769005,7043.75912409,51800,20.4834217437,3959.76610587,46676,1080.58914993,6266.2012987,51800,17.3711192838,3645.61768039,46676,122.405821185,8226.72634271,51800,50.3293625015,5809.7230584,46676,930.237646928,7106.00147275,51800,537.108158904,7922.78325123,51800,252.71024872,7782.21774194,51800
c-23,5,30,5000,3969,31079,150.489390941,7068.76421531,2273,35.3747290195,3485.4953271,8860,77.786382156,6973.59760658,2273,18.2469370424,3281.8373812,8860,228.233076189,8003.17596567,2273,283.972569129,5737.66153846,8860,692.857846929,7507.00483092,2273,192.13964986,8437.73755656,2273,218.286630787,8324.73214286,2273
c-64,5,30,500,51035,707985,609.800821905,7042.29111406,43815,60.45527717,4540.30568619,23772,368.810738515,6925.18747962,43815,16.8920171769,4004.44004525,23772,858.712618292,7204.73202171,43815,33.8672712676,6366.77158273,23772,40.8943007728,8112.89152024,43815,42.9500791385,8506.02723268,43815,44.906355869,8455.23487261,43815
c-66,5,30,500,49989,444853,943.891269998,5934.01067141,11835,33.8832255326,3446.69163223,43957,218.814567525,6606.72772277,11835,10.9294311621,3122.50584932,43957,235.894138476,7535.62394128,11835,205.936330576,5863.61599297,43957,522.1592035,7439.01337793,11835,277.879032302,7850.34705882,11835,619.176703867,7527.12351946,11835
c-52,5,30,500,23948,202708,879.906771833,5579.11926606,37421,31.9165927073,3545.91253644,35298,261.747520128,6660.72289157,37421,29.889611852,3226.12201592,35298,201.878879251,7816.50385604,37421,72.0522829331,5830.52732502,35298,144.404614437,7649.35849057,37421,1149.83251809,6574.31351351,37421,127.711614495,7717.30964467,37421
c-73b,5,30,25,169422,1279274,285.173944894,6034.31132075,25324,67.8436016575,2961.28240741,52276,274.383718675,5996.596875,25324,42.9760463359,2797.24635569,52276,627.197080532,6756.72887324,25324,0,4920.28461538,52276,546.137067306,6662.88541667,25324,241.761466316,7003.32481752,25324,336.61508439,7186.93258427,25324
c-big,5,30,25,345241,2340859,593.70584859,4620.11644737,4759,105.492264628,2985.78954082,16606,94.4278918742,5360.74580153,4759,32.1167670596,2749.63860611,16606,306.385595864,5320.13409091,4759,145.063739244,4495.88796415,16606,94.7443407892,5813.39155629,4759,148.473161299,6043.52581756,4759,166.075598659,5961.44057725,4759
c-49,5,30,500,21132,157040,129.72457346,6392.40162822,28665,31.9007739667,3320.0845666,52696,378.534687405,6401.08695652,28665,115.663973582,2951.87969925,52696,237.522163927,7685.4812398,28665,90.0649938182,5329.41176471,52696,149.589557883,7550,28665,9.09494701773e-13,7852,28665,1104.84169139,6198.94736842,28665
c-62,5,30,500,41731,559341,140.523063941,6752.60764588,11489,11.1650040938,4274.12888436,36070,529.665862629,6894.09613804,11489,44.8690533185,4054.17492148,36070,1008.04583373,6801.87677341,11489,187.889878572,5836.60173913,36070,33.7966869561,7765.03007867,11489,828.06858923,7514.65741155,11489,110.064573422,7986.78248453,11489
c-43,5,30,500,11125,123659,272.766880029,7203.4368932,23047,62.6886565897,4076.67032967,8189,170.972690102,7175.57059961,23047,54.6204249769,3683.98212512,8189,211.289277726,8171.29955947,23047,693.071091096,5663.77099237,8189,362.843417094,8029.80519481,23047,930.690424773,7926.85897436,23047,294.60118377,8528.20689655,23047
c-73,5,30,25,169422,1279274,319.425685316,6091.78095238,9423,309.424486036,2793.17467249,43655,274.383718675,5996.596875,9423,61.9427799978,2830.25221239,43655,841.384800626,6396.37,9423,188.018753481,5036.51181102,43655,1007.21537956,6170.1318328,9423,615.055181768,7003.32481752,9423,412.400908997,7003.32481752,9423
c-61,5,30,500,43618,310016,348.503279877,6305.41016949,65140,16.2948361549,3266.76501581,63791,179.44407342,6526.65263158,65140,18.1943684575,2949.72407231,63791,1134.28996911,6130.83717864,65140,180.333182097,4882.14173228,63791,246.627616126,6992.84210526,65140,206.128898433,7317.45082612,65140,163.824746438,7334.76340694,65140
c-32,5,30,2500,5975,54471,968.618562474,6541.75340272,56887,96.0197923639,3823.4206832,220,269.784793958,7031.5404475,56887,17.6963932822,3310.63614263,220,308.121625543,8170.65,56887,300.720805974,5895.12987013,220,472.7596885,7901.98259188,56887,46.2972949306,8261.52679474,56887,308.858361931,8081.75074184,56887
c-57,5,30,500,37833,403373,675.556320091,6806.06861642,5494,14.7756766328,3871.14203455,3530,71.7379782191,6978.7716263,5494,76.3968229353,3584.4757109,3530,206.34160396,7956.07495069,5494,126.280435262,6548.26298701,3530,81.5900736238,8137.98924008,5494,84.2913500868,8521.96478873,5494,1043.3844379,7702.8580522,5494
c-29,5,30,5000,5033,43731,100.012436866,7184.72070099,35861,17.3868736858,3698.70312941,26469,205.659999069,7064.7819063,35861,12.9747354189,3405.8411215,26469,168.71641871,7970.41312272,35861,168.963515348,6247.28571429,26469,67.5724343804,8138.5235732,35861,39.581107153,8399.0396927,35861,79.1648844327,8335.00635324,35861
c-30,5,30,2500,5321,65693,283.315864646,7638.72093023,14733,57.2412670318,3925.87649402,20218,92.7256879158,7381.23595506,14733,172.282448337,3707.27990971,20218,57.2253920006,7991.84914842,14733,277.363169268,6411.1581002,20218,103.50608856,8259.80720872,14733,79.4175879817,8674.25176056,14733,98.0178048749,8583.58013937,14733
c-41,5,30,500,9769,101635,241.591959594,6993.23394495,23156,100.458905021,4070.82777036,16048,468.542613642,7074.36194896,23156,188.819312288,3691.34382567,16048,326.547808514,7981.80628272,23156,711.343112646,5955.17578125,16048,323.095538315,8087.66578249,23156,260.742597731,8330.73770492,23156,221.556495218,8376.51098901,23156
c-66b,5,30,500,49989,444851,833.942124222,6033.24141049,3925,19.1941515272,3461.87548638,33606,55.4282625662,6699.56325301,3925,16.8644191305,3131.28343501,33606,253.311443193,7484.87380819,3925,704.287583273,5482.96220214,33606,411.005217116,7665.43940264,3925,254.812312991,7948.49910661,3925,193.853081166,7790.73555166,3925
c-67b,5,30,500,57975,530583,473.371325169,6710.57757167,64544,11.4304239966,3496.04436635,33826,568.428585679,6475.78925956,64544,16.3929901878,3225.42857143,33826,54.9001962929,7841.12807882,64544,151.191044724,5856.32450331,33826,20.2989971904,7798.86820186,64544,52.3114610994,8133.61778232,64544,455.935299908,7891.66584036,64544
c-19,5,30,5000,2327,21817,288.994864151,7068.1425486,18096,145.046163745,3988.48263254,54397,217.708947988,7224.17218543,18096,32.9238992296,3792.06257242,54397,729.124673326,7801.0727056,18096,613.616938012,5627.77300086,54397,389.437582763,7895.17490953,18096,345.804767864,8253.59394704,18096,354.34624572,8171.16104869,18096
c-60,5,30,500,43640,298570,271.757994973,6500.07256894,6507,200.512885536,2981.72436751,7006,549.687092656,6316.71368124,6507,76.4324306701,2908.14935065,7006,161.910068543,7372.09876543,6507,496.707702962,4458.48680936,7006,157.492193746,7086.31329114,6507,309.491459716,7300,6507,102.893393782,7311.91836735,6507
hvdc1,5,30,500,24842,158426,104.563242681,5767.9368932,35965,331.805897462,3595.14372163,60336,435.49007105,6938.3649635,35965,63.3098049597,3778.0445151,60336,554.397102396,7179.42598187,35965,75.051089379,4429.43150047,60336,327.741982467,6675.25280899,35965,944.960361965,6484.01091405,35965,609.443726965,6656.55462185,35965
hvdc2,5,30,25,189860,1339638,436.263622291,5219.36883117,7992,216.218646879,3784.28813559,22198,423.196770174,6126.39329268,7992,97.3660244961,3755.99439252,22198,304.808182701,6379.22857143,7992,101.20860773,4151.77066116,22198,313.089583027,5945.13905325,7992,343.41440048,6221.22910217,7992,126.609584956,6052.5813253,7992
tmt_unsym,5,30,25,917825,4584801,154.812894551,5038.24285714,51331,57.3466642755,4069.35,51331,316.406008036,4870.53930595,51331,189.011504349,3892.02122241,51331,216.341474218,5019.85510949,51331,141.756489002,3950.14445721,51331,53.6452943683,4752.73082239,51331,274.41220757,4752.73082239,51331,120.558584773,4762.6049169,51331
t2em,5,30,25,921632,4590832,210.876130483,5026.45839416,32297,192.642722422,3921.55353075,32297,143.547961521,5078.3539823,32297,214.91089071,3877.39189189,32297,195.436257215,5093.37869822,32297,174.058081922,3917.09215017,32297,135.84219946,4637.2040404,32297,197.466990782,4887.33002129,32297,380.609766782,4425.6092545,32297
tmt_sym,5,30,25,726713,5080961,133.710148976,4327.90545145,31402,236.180537019,3229.42436441,17656,126.31803327,4088.75616953,31402,214.894362195,3476.93499088,17656,295.479442259,4023.99234424,31402,24.1585247706,3618.91809117,17656,41.5567302504,4310.77007919,31402,61.6370797435,4517.74836989,31402,428.278934658,4260.1685299,31402
vsp_south31_slptsk,5,30,500,39668,379828,91.0917738663,4217.18726869,53016,10.0969119017,2470.69384215,47107,62.8683144119,6064.31080362,53016,30.9042296243,3280.97898071,47107,608.630199726,6264.34304563,53016,285.543486218,4568.90136327,47107,57.3444912389,6706.79223072,53016,60.2893243842,6948.07317073,53016,882.217079163,6199.58650707,53016
vsp_bump2_e18_aa01_model1_crew1,5,30,500,56438,601602,44.7174283835,4685.37383178,17667,69.9459532445,3318.87826407,50659,63.0874563729,6487.44069015,17667,10.3431646257,3960.51349572,50659,36.7950051138,6714.30803571,17667,48.8469144459,4636.02876959,50659,98.3795715413,6630.44085231,17667,770.806280187,6310.51048951,17667,282.589517247,6452.64926707,17667
ks2010,5,30,25,238600,1121798,157.081284563,3666.00653595,22785,88.6462135177,2356.71848739,7020,208.24611763,5038.01497006,22785,77.3376097617,3004.81607143,7020,727.314073661,4025.59090909,22785,181.445732034,3618.70322581,7020,153.0399209,5553.45544554,22785,932.117984417,4863.28612717,22785,503.446349521,5481.09771987,22785
333SP,5,30,25,3712815,22217266,14.2570777171,1412.23404526,4486,16.6313386159,1250.03372093,53058,51.3190108982,1373.58416454,4486,22.7709454963,1230.55531349,53058,30.4201951664,1383.79350579,4486,30.1261270486,1219.03207989,53058,32.2561292442,1454.96175508,4486,49.2854205348,1539.72920902,4486,36.3472098297,1524.58479345,4486
fe_tooth,5,30,500,78136,905182,131.347630835,5791.31158029,54699,243.648146549,4509.37562272,60091,517.540919301,6216.90934066,54699,8.21812907205,4686.824301,60091,448.730230701,6192.80729761,54699,340.294988556,4581.65345031,60091,54.7941404341,6498.07609476,54699,643.171957763,6487.20974677,54699,211.866438326,6710.0222387,54699
uk,5,30,5000,4824,13674,573.838203596,6234.34650456,51835,386.911171017,2631.30211674,51835,278.704567814,6521.78060413,51835,87.9968706737,2745.78313253,51835,406.042712717,9035.68281938,51835,970.15399291,8528.48232848,51835,1110.10874841,8423.40862423,51835,649.435865561,8898.48156182,51835,353.606432528,9055.62913907,51835
fe_rotor,5,30,25,99617,1324862,313.179619633,5108.72236504,57936,393.157132134,4039.21341463,36951,894.256365464,4174.98529412,57936,87.9357525449,4731.65,36951,415.599443685,4894.81034483,57936,154.015990033,4811.84745763,36951,667.161697772,5285.3537234,57936,170.672864179,5949.97904192,57936,959.050116667,5135.12403101,57936
hi2010,5,30,500,25016,124126,377.860168752,3986.91648822,54378,81.104549249,2760.40029652,45469,163.013844581,6376.33561644,54378,155.469523799,3039.82040816,45469,510.033448452,6673.44086022,54378,226.720148328,3765.19716886,45469,489.296121385,5996.42512077,54378,368.701843401,6311.49152542,54378,507.927824598,6006.09677419,54378
delaunay_n20,5,30,25,1048576,6291372,39.2825566859,3114.54059406,36157,155.823009762,2188.55705009,16946,292.22921154,3765.78531524,36157,97.4027357592,2871.89835666,16946,80.9774143498,3983.56184044,36157,19.1942016701,2988.30208993,16946,173.633535164,3909.30323115,36157,150.233836637,3991.98730964,36157,120.640148165,3927.19850187,36157
citationCiteseer,5,30,25,268495,2313294,233.157066749,2853.56990132,35266,74.6627131336,2324.1399866,27495,39.8604465412,2832.60489796,35266,43.3575661599,2200.34305644,27495,367.499865817,2640.74657534,35266,123.660293596,2638.73840304,27495,177.157333438,2963.22886422,35266,280.196907071,2846.54716981,35266,18.4951496182,2960.70051195,35266
vsp_c-30_data_data,5,30,500,11023,124368,573.362463474,6116.45901639,48338,156.55473628,4131.82724252,59604,1323.57562862,5014.83870968,48338,140.568001502,4230.20408163,59604,284.686793234,7989.37901499,48338,135.285809987,5848.02507837,59604,372.81303444,7614.36734694,48338,207.351760431,8182.10526316,48338,401.989171304,7989.37901499,48338
delaunay_n23,5,30,25,8388608,50331568,37.8857286208,2713.77972682,37760,39.4038246744,2111.1644529,5692,59.0885686999,2282.81785196,37760,8.04223323901,1817.94293145,5692,17.3340975578,2290.92253072,37760,12.8691492601,1876.64310216,5692,59.599903819,2336.65589601,37760,47.9763857747,2438.86005944,37760,52.4294694967,2419.32166891,37760
m14b,5,30,25,214765,3358036,432.045030137,3118.91888545,13956,33.6121228622,3235.10211946,50734,101.171938498,3833.37442922,13956,88.3089391775,3608.20487106,50734,62.9047671239,3839.2179878,13956,404.74297264,3342.4379562,50734,67.0712699759,4078.58623482,13956,44.2757144518,3862.77147239,13956,38.1676056635,3722.87804878,13956
data,5,30,5000,2851,30186,152.498736529,8136.38814016,3726,574.980703773,5298.88823874,48994,391.966730759,8085.53571429,3726,66.3125400766,5738.78326996,48994,437.950551653,7992.76257723,3726,256.296425356,5713.4384858,48994,94.9478529984,7999.82332155,3726,118.72778629,8519.09689558,3726,349.617043697,8240.03639672,3726
fe_ocean,5,30,500,143437,819186,161.975603642,6291.75115207,46915,68.3779670683,3847.75011743,46915,646.515223372,6572.76811982,46915,15.0011841544,4333.55316523,46915,457.585772017,6824.6542627,46915,275.379490355,4397.92054402,46915,74.0818217433,6716.47444657,46915,422.039829913,6742.27160494,46915,227.746750152,6685.41349293,46915
vsp_model1_crew1_cr42_south31,5,30,500,45101,379952,314.468280581,3765.62933598,16694,41.3812048667,2329.56468424,30846,828.350592739,5469.55854127,16694,4.54747350886e-13,3303.93043478,30846,85.9609387803,6646.39067055,16694,360.332584545,4377.32718894,30846,353.318128374,6588.76300578,16694,71.4735580536,6967.33496333,16694,0,6908.21818182,16694
coAuthorsCiteseer,5,30,25,227320,1628268,53.1538032168,3095.56653992,27789,25.1882784842,1969.67903226,54949,28.8826828832,3695.01059002,27789,27.5941058499,2392.16650343,54949,193.945427126,4037.02809917,27789,307.784405891,3378.14937759,54949,177.475266089,4153.74489796,27789,252.148299165,4146.69269949,27789,131.61078682,4104.87731092,27789
rgg_n_2_15_s0,5,30,500,32768,320480,293.0151504,5535.06044905,30356,97.7891264675,4110.47456178,59892,147.775859618,7482.0233463,30356,477.741170515,4761.96136701,59892,239.187048725,7505.38641686,30356,45.184218061,5171.81280258,59892,209.975735801,7407.08782743,30356,78.1696100972,7854.90196078,30356,82.3052992953,7766.07431341,30356
vsp_data_and_seymourl,5,30,500,9167,111732,109.598443195,5633.54621849,62449,208.770038382,4566.70299728,37226,790.613807913,7286.86956522,62449,96.7969203787,5063.3836858,37226,279.46445267,7795.25581395,62449,306.369197226,5109.69512195,37226,491.497798097,7271.06290672,62449,293.229607969,7723.41013825,62449,1026.89914671,7162.30769231,62449
luxembourg_osm,5,30,500,114599,239332,388.438545296,4008.91122278,34475,13.1513521461,2075.73287077,34475,46.6329238333,4955.11387164,34475,177.683255517,2168.51706433,34475,162.093304375,6799.20454545,34475,98.2007078221,6433.65591398,34475,232.207547593,6844.57578646,34475,100.570224082,6937.15942029,34475,85.0702339274,6883.95014382,34475
kron_g500-logn18,5,30,25,262144,21165908,201.057906965,3440.49219766,55610,168.595495552,3366.79342524,43357,82.5363419914,3274.09116222,55610,106.341441359,3099.86936145,43357,125.065490365,3313.73155203,55610,62.4345051183,3170.4475734,43357,84.2846874713,3246.63687494,55610,67.0321176921,3206.63185537,55610,52.4891082347,3259.97145497,55610
wi2010,5,30,25,253096,1209404,39.9096079801,3771.53014553,595,28.519233881,2328.76251605,64300,116.324582744,4997.53719008,595,48.949149539,2897.93290735,64300,96.712440069,5011.34254144,595,139.791634235,3679.72819473,64300,596.878275594,3901.30322581,595,391.590472211,5651.42056075,595,309.570027985,5651.42056075,595
italy_osm,5,30,25,6686493,14027956,22.8805012873,1879.247477,8208,10.1209395508,1256.53493372,38442,9.11649198906,1370.09597604,8208,24.3311905673,985.80154603,38442,58.3720210419,1711.14369358,8208,32.2637265341,1644.67203377,38442,34.1862693243,1700.22091144,8208,8.5145722556,1746.36351564,8208,73.8328198181,1723.05388143,8208
hugetrace-00010,5,30,25,12057441,36164358,19.4451169156,1164.83867297,32323,15.6939835225,826.664284299,32323,24.2847701989,1164.11375781,32323,11.9035908261,831.071606943,32323,38.8011052239,1505.38468156,32323,34.1482069792,1520.27736674,32323,36.3151212389,1510.79309865,32323,34.2364084631,1522.36794544,32323,45.5809377371,1518.66005039,32323
packing-500x100x100-b050,5,30,25,2145852,34976486,161.097815241,6208.84366864,39585,237.977299902,5514.47645575,7175,107.985134692,4558.18670721,39585,138.1968708,3989.40985476,7175,11.4494550089,4636.74140521,39585,173.553514952,4173.4729934,7175,222.400594712,4853.80044407,39585,87.0611127915,5111.03058938,39585,54.2054730095,5058.30399152,39585
me2010,5,30,500,69518,335476,88.1439035355,4064.73344103,23888,29.4560501276,2507.9192624,43670,718.466049426,5140.08171604,23888,17.4058437415,2800.30050083,43670,27.4983753673,5581.96339434,23888,29.4346912033,3937.51173709,43670,58.0878484907,6262.77535781,23888,161.636819499,6484.71649485,23888,262.535379871,6301.99123356,23888
